Version;SupportBegin;SupportEnd
0.1.3;2025-05-26T00:00:00;2027-08-25T00:00:00
1.0.1;2026-08-13T00:00:00;2027-11-12T00:00:00
1.0.2;2026-09-26T00:00:00;2027-12-26T00:00:00
1.0.3;2026-09-26T00:00:00;2027-12-26T00:00:00
